Date,Barangay,DayOfWeek,Month,IsWeekend,Population,Total_Waste_kg
2025-09-14,Anibongan,6,9,1,1239,213.61
2025-09-14,Banahao,6,9,1,2566,434.57
2025-09-14,Ban-as,6,9,1,1724,284.12
2025-09-14,Baucawe,6,9,1,1468,228.07
2025-09-14,Diatagon,6,9,1,7406,1166.94
2025-09-14,Ganayon,6,9,1,1233,211.46
2025-09-14,Liatimco,6,9,1,2042,360.16
2025-09-14,Manyayay,6,9,1,2499,390.06
2025-09-14,Payasan,6,9,1,2573,440.84
2025-09-14,Poblacion,6,9,1,4513,761.67
2025-09-14,Saint Christine,6,9,1,3002,486.93
2025-09-14,San Pedro,6,9,1,1438,252.5
2025-09-14,San Isidro,6,9,1,1191,201.5
2025-09-15,Anibongan,0,9,0,1239,192.67
2025-09-15,Banahao,0,9,0,2566,405.47
2025-09-15,Ban-as,0,9,0,1724,258.12
2025-09-15,Baucawe,0,9,0,1468,238.58
2025-09-15,Diatagon,0,9,0,7406,1095.42
2025-09-15,Ganayon,0,9,0,1233,191.71
2025-09-15,Liatimco,0,9,0,2042,302.17
2025-09-15,Manyayay,0,9,0,2499,382.52
2025-09-15,Payasan,0,9,0,2573,395.68
2025-09-15,Poblacion,0,9,0,4513,737.52
2025-09-15,Saint Christine,0,9,0,3002,486.93
2025-09-15,San Pedro,0,9,0,1438,222.41
2025-09-15,San Isidro,0,9,0,1191,171.22
2025-09-16,Anibongan,1,9,0,1239,183.13
2025-09-16,Banahao,1,9,0,2566,411.8
2025-09-16,Ban-as,1,9,0,1724,263.19
2025-09-16,Baucawe,1,9,0,1468,240.9
2025-09-16,Diatagon,1,9,0,7406,1122.8
2025-09-16,Ganayon,1,9,0,1233,189.87
2025-09-16,Liatimco,1,9,0,2042,324.55
2025-09-16,Manyayay,1,9,0,2499,396.19
2025-09-16,Payasan,1,9,0,2573,391.24
2025-09-16,Poblacion,1,9,0,4513,715.95
2025-09-16,Saint Christine,1,9,0,3002,438.64
2025-09-16,San Pedro,1,9,0,1437,206.28
2025-09-16,San Isidro,1,9,0,1191,188.24
2025-09-17,Anibongan,2,9,0,1239,179.7
2025-09-17,Banahao,2,9,0,2566,400.47
2025-09-17,Ban-as,2,9,0,1724,262.66
2025-09-17,Baucawe,2,9,0,1468,216.85
2025-09-17,Diatagon,2,9,0,7406,1212.31
2025-09-17,Ganayon,2,9,0,1233,201.68
2025-09-17,Liatimco,2,9,0,2042,334.38
2025-09-17,Manyayay,2,9,0,2499,390.24
2025-09-17,Payasan,2,9,0,2573,408.49
2025-09-17,Poblacion,2,9,0,4513,731.07
2025-09-17,Saint Christine,2,9,0,3002,458.41
2025-09-17,San Pedro,2,9,0,1437,235.38
2025-09-17,San Isidro,2,9,0,1191,189.85
2025-09-18,Anibongan,3,9,0,1239,190.9
2025-09-18,Banahao,3,9,0,2566,411.12
2025-09-18,Ban-as,3,9,0,1724,252.06
2025-09-18,Baucawe,3,9,0,1468,211.98
2025-09-18,Diatagon,3,9,0,7405,1148.07
2025-09-18,Ganayon,3,9,0,1233,180.7
2025-09-18,Liatimco,3,9,0,2042,300.74
2025-09-18,Manyayay,3,9,0,2499,381.29
2025-09-18,Payasan,3,9,0,2573,409.51
2025-09-18,Poblacion,3,9,0,4512,721.79
2025-09-18,Saint Christine,3,9,0,3002,461.96
2025-09-18,San Pedro,3,9,0,1437,219.05
2025-09-18,San Isidro,3,9,0,1191,184.67
2025-09-19,Anibongan,4,9,0,1239,200.47
2025-09-19,Banahao,4,9,0,2566,386.17
2025-09-19,Ban-as,4,9,0,1724,265.52
2025-09-19,Baucawe,4,9,0,1468,235.82
2025-09-19,Diatagon,4,9,0,7405,1179.35
2025-09-19,Ganayon,4,9,0,1233,180.96
2025-09-19,Liatimco,4,9,0,2042,312.66
2025-09-19,Manyayay,4,9,0,2499,370.74
2025-09-19,Payasan,4,9,0,2572,412.34
2025-09-19,Poblacion,4,9,0,4512,727.18
2025-09-19,Saint Christine,4,9,0,3002,463.96
2025-09-19,San Pedro,4,9,0,1437,232.88
2025-09-19,San Isidro,4,9,0,1191,175.52
2025-09-20,Anibongan,5,9,1,1239,192.83
2025-09-20,Banahao,5,9,1,2566,410.41
2025-09-20,Ban-as,5,9,1,1724,289.41
2025-09-20,Baucawe,5,9,1,1468,254.15
2025-09-20,Diatagon,5,9,1,7405,1216.15
2025-09-20,Ganayon,5,9,1,1233,206.27
2025-09-20,Liatimco,5,9,1,2042,342.41
2025-09-20,Manyayay,5,9,1,2499,432.53
2025-09-20,Payasan,5,9,1,2572,446.55
2025-09-20,Poblacion,5,9,1,4512,744.88
2025-09-20,Saint Christine,5,9,1,3002,531.08
2025-09-20,San Pedro,5,9,1,1437,230.33
2025-09-20,San Isidro,5,9,1,1191,209.83
2025-09-21,Anibongan,6,9,1,1239,192.06
2025-09-21,Banahao,6,9,1,2566,432.16
2025-09-21,Ban-as,6,9,1,1724,270.99
2025-09-21,Baucawe,6,9,1,1468,244.88
2025-09-21,Diatagon,6,9,1,7405,1240.4
2025-09-21,Ganayon,6,9,1,1233,214.53
2025-09-21,Liatimco,6,9,1,2042,326.75
2025-09-21,Manyayay,6,9,1,2499,425.51
2025-09-21,Payasan,6,9,1,2572,449.63
2025-09-21,Poblacion,6,9,1,4512,756.9
2025-09-21,Saint Christine,6,9,1,3001,476.84
2025-09-21,San Pedro,6,9,1,1437,228.84
2025-09-21,San Isidro,6,9,1,1191,189.26
2025-09-22,Anibongan,0,9,0,1239,183.16
2025-09-22,Banahao,0,9,0,2566,367.34
2025-09-22,Ban-as,0,9,0,1724,266.14
2025-09-22,Baucawe,0,9,0,1468,225.71
2025-09-22,Diatagon,0,9,0,7404,1067.69
2025-09-22,Ganayon,0,9,0,1233,180.23
2025-09-22,Liatimco,0,9,0,2042,318.84
2025-09-22,Manyayay,0,9,0,2498,400.94
2025-09-22,Payasan,0,9,0,2572,383.46
2025-09-22,Poblacion,0,9,0,4512,685.53
2025-09-22,Saint Christine,0,9,0,3001,472.5
2025-09-22,San Pedro,0,9,0,1437,234.31
2025-09-22,San Isidro,0,9,0,1191,184.31
2025-09-23,Anibongan,1,9,0,1239,189.42
2025-09-23,Banahao,1,9,0,2565,408.61
2025-09-23,Ban-as,1,9,0,1724,263.93
2025-09-23,Baucawe,1,9,0,1468,219.91
2025-09-23,Diatagon,1,9,0,7404,1150.17
2025-09-23,Ganayon,1,9,0,1233,193.31
2025-09-23,Liatimco,1,9,0,2042,291.51
2025-09-23,Manyayay,1,9,0,2498,395.35
2025-09-23,Payasan,1,9,0,2572,386.18
2025-09-23,Poblacion,1,9,0,4512,735.41
2025-09-23,Saint Christine,1,9,0,3001,463.58
2025-09-23,San Pedro,1,9,0,1437,219.93
2025-09-23,San Isidro,1,9,0,1191,170.43
2025-09-24,Anibongan,2,9,0,1239,189.16
2025-09-24,Banahao,2,9,0,2565,395.64
2025-09-24,Ban-as,2,9,0,1723,246.82
2025-09-24,Baucawe,2,9,0,1468,239.16
2025-09-24,Diatagon,2,9,0,7404,1168.55
2025-09-24,Ganayon,2,9,0,1233,186.16
2025-09-24,Liatimco,2,9,0,2041,304.34
2025-09-24,Manyayay,2,9,0,2498,406.07
2025-09-24,Payasan,2,9,0,2572,384.65
2025-09-24,Poblacion,2,9,0,4512,658.64
2025-09-24,Saint Christine,2,9,0,3001,478.73
2025-09-24,San Pedro,2,9,0,1437,224.12
2025-09-24,San Isidro,2,9,0,1191,182.24
2025-09-25,Anibongan,3,9,0,1239,201.01
2025-09-25,Banahao,3,9,0,2565,407.1
2025-09-25,Ban-as,3,9,0,1723,282.15
2025-09-25,Baucawe,3,9,0,1468,211.34
2025-09-25,Diatagon,3,9,0,7404,1205.35
2025-09-25,Ganayon,3,9,0,1233,179.75
2025-09-25,Liatimco,3,9,0,2041,326.63
2025-09-25,Manyayay,3,9,0,2498,365.86
2025-09-25,Payasan,3,9,0,2572,408.62
2025-09-25,Poblacion,3,9,0,4511,682.61
2025-09-25,Saint Christine,3,9,0,3001,479.76
2025-09-25,San Pedro,3,9,0,1437,208.81
2025-09-25,San Isidro,3,9,0,1191,171.43
2025-09-26,Anibongan,4,9,0,1239,185.08
2025-09-26,Banahao,4,9,0,2565,373.16
2025-09-26,Ban-as,4,9,0,1723,257.61
2025-09-26,Baucawe,4,9,0,1468,226.97
2025-09-26,Diatagon,4,9,0,7403,1203.07
2025-09-26,Ganayon,4,9,0,1233,202.03
2025-09-26,Liatimco,4,9,0,2041,306.95
2025-09-26,Manyayay,4,9,0,2498,401.1
2025-09-26,Payasan,4,9,0,2572,412.77
2025-09-26,Poblacion,4,9,0,4511,685.22
2025-09-26,Saint Christine,4,9,0,3001,484.88
2025-09-26,San Pedro,4,9,0,1437,222.23
2025-09-26,San Isidro,4,9,0,1191,172.04
2025-09-27,Anibongan,5,9,1,1239,193.98
2025-09-27,Banahao,5,9,1,2565,407.92
2025-09-27,Ban-as,5,9,1,1723,288.89
2025-09-27,Baucawe,5,9,1,1468,231.72
2025-09-27,Diatagon,5,9,1,7403,1213.2
2025-09-27,Ganayon,5,9,1,1233,211.4
2025-09-27,Liatimco,5,9,1,2041,354.02
2025-09-27,Manyayay,5,9,1,2498,395.47
2025-09-27,Payasan,5,9,1,2572,447.82
2025-09-27,Poblacion,5,9,1,4511,769.31
2025-09-27,Saint Christine,5,9,1,3001,488.69
2025-09-27,San Pedro,5,9,1,1437,247.07
2025-09-27,San Isidro,5,9,1,1191,187.61
2025-09-28,Anibongan,6,9,1,1239,192.97
2025-09-28,Banahao,6,9,1,2565,410.95
2025-09-28,Ban-as,6,9,1,1723,271.87
2025-09-28,Baucawe,6,9,1,1468,227.39
2025-09-28,Diatagon,6,9,1,7403,1299.43
2025-09-28,Ganayon,6,9,1,1233,201.85
2025-09-28,Liatimco,6,9,1,2041,340.18
2025-09-28,Manyayay,6,9,1,2498,398.23
2025-09-28,Payasan,6,9,1,2572,400.08
2025-09-28,Poblacion,6,9,1,4511,771.41
2025-09-28,Saint Christine,6,9,1,3001,473.76
2025-09-28,San Pedro,6,9,1,1437,243.99
2025-09-28,San Isidro,6,9,1,1191,204.74
2025-09-29,Anibongan,0,9,0,1239,190.02
2025-09-29,Banahao,0,9,0,2565,378.09
2025-09-29,Ban-as,0,9,0,1723,275.84
2025-09-29,Baucawe,0,9,0,1468,233.49
2025-09-29,Diatagon,0,9,0,7403,1164.12
2025-09-29,Ganayon,0,9,0,1233,178.23
2025-09-29,Liatimco,0,9,0,2041,308.19
2025-09-29,Manyayay,0,9,0,2498,384.92
2025-09-29,Payasan,0,9,0,2572,416.88
2025-09-29,Poblacion,0,9,0,4511,657.89
2025-09-29,Saint Christine,0,9,0,3001,485.11
2025-09-29,San Pedro,0,9,0,1437,212.43
2025-09-29,San Isidro,0,9,0,1191,175.56
2025-09-30,Anibongan,1,9,0,1239,181.6
2025-09-30,Banahao,1,9,0,2565,393.46
2025-09-30,Ban-as,1,9,0,1723,268.24
2025-09-30,Baucawe,1,9,0,1467,211.81
2025-09-30,Diatagon,1,9,0,7403,1199.03
2025-09-30,Ganayon,1,9,0,1233,179.98
2025-09-30,Liatimco,1,9,0,2041,308.79
2025-09-30,Manyayay,1,9,0,2498,375.03
2025-09-30,Payasan,1,9,0,2572,421.18
2025-09-30,Poblacion,1,9,0,4511,706.89
2025-09-30,Saint Christine,1,9,0,3001,444.09
2025-09-30,San Pedro,1,9,0,1437,220.1
2025-09-30,San Isidro,1,9,0,1191,184.31
2025-10-01,Anibongan,2,10,0,1239,181.94
2025-10-01,Banahao,2,10,0,2565,381.01
2025-10-01,Ban-as,2,10,0,1723,278.28
2025-10-01,Baucawe,2,10,0,1467,223.84
2025-10-01,Diatagon,2,10,0,7402,1197.93
2025-10-01,Ganayon,2,10,0,1233,183.27
2025-10-01,Liatimco,2,10,0,2041,311.9
2025-10-01,Manyayay,2,10,0,2498,405.52
2025-10-01,Payasan,2,10,0,2571,402.18
2025-10-01,Poblacion,2,10,0,4511,735.94
2025-10-01,Saint Christine,2,10,0,3000,474.09
2025-10-01,San Pedro,2,10,0,1437,221.02
2025-10-01,San Isidro,2,10,0,1191,171.59
2025-10-02,Anibongan,3,10,0,1239,202.62
2025-10-02,Banahao,3,10,0,2565,387.67
2025-10-02,Ban-as,3,10,0,1723,266.95
2025-10-02,Baucawe,3,10,0,1467,218.38
2025-10-02,Diatagon,3,10,0,7402,1141.55
2025-10-02,Ganayon,3,10,0,1233,201.68
2025-10-02,Liatimco,3,10,0,2041,314.96
2025-10-02,Manyayay,3,10,0,2498,405.76
2025-10-02,Payasan,3,10,0,2571,401.22
2025-10-02,Poblacion,3,10,0,4510,710.28
2025-10-02,Saint Christine,3,10,0,3000,449.07
2025-10-02,San Pedro,3,10,0,1437,230.19
2025-10-02,San Isidro,3,10,0,1191,174.17
2025-10-03,Anibongan,4,10,0,1238,182.37
2025-10-03,Banahao,4,10,0,2565,421.02
2025-10-03,Ban-as,4,10,0,1723,261.78
2025-10-03,Baucawe,4,10,0,1467,230.39
2025-10-03,Diatagon,4,10,0,7402,1088.64
2025-10-03,Ganayon,4,10,0,1233,186.49
2025-10-03,Liatimco,4,10,0,2041,329.18
2025-10-03,Manyayay,4,10,0,2498,395.66
2025-10-03,Payasan,4,10,0,2571,404.06
2025-10-03,Poblacion,4,10,0,4510,657.01
2025-10-03,Saint Christine,4,10,0,3000,489.77
2025-10-03,San Pedro,4,10,0,1437,213.06
2025-10-03,San Isidro,4,10,0,1191,194.34
2025-10-04,Anibongan,5,10,1,1238,194.98
2025-10-04,Banahao,5,10,1,2565,441.05
2025-10-04,Ban-as,5,10,1,1723,275.09
2025-10-04,Baucawe,5,10,1,1467,240.62
2025-10-04,Diatagon,5,10,1,7402,1142.55
2025-10-04,Ganayon,5,10,1,1233,218.33
2025-10-04,Liatimco,5,10,1,2041,330.77
2025-10-04,Manyayay,5,10,1,2498,400.63
2025-10-04,Payasan,5,10,1,2571,436.09
2025-10-04,Poblacion,5,10,1,4510,724.85
2025-10-04,Saint Christine,5,10,1,3000,467.85
2025-10-04,San Pedro,5,10,1,1437,247.02
2025-10-04,San Isidro,5,10,1,1191,205.89
2025-10-05,Anibongan,6,10,1,1238,216.97
2025-10-05,Banahao,6,10,1,2564,398.23
2025-10-05,Ban-as,6,10,1,1723,304.18
2025-10-05,Baucawe,6,10,1,1467,235.31
2025-10-05,Diatagon,6,10,1,7401,1220.63
2025-10-05,Ganayon,6,10,1,1233,198.66
2025-10-05,Liatimco,6,10,1,2041,316.51
2025-10-05,Manyayay,6,10,1,2497,422.04
2025-10-05,Payasan,6,10,1,2571,401.11
2025-10-05,Poblacion,6,10,1,4510,731.44
2025-10-05,Saint Christine,6,10,1,3000,464.87
2025-10-05,San Pedro,6,10,1,1437,241.04
2025-10-05,San Isidro,6,10,1,1191,203.38
2025-10-06,Anibongan,0,10,0,1238,177.93
2025-10-06,Banahao,0,10,0,2564,405.59
2025-10-06,Ban-as,0,10,0,1723,282.78
2025-10-06,Baucawe,0,10,0,1467,229.79
2025-10-06,Diatagon,0,10,0,7401,1157.97
2025-10-06,Ganayon,0,10,0,1233,182.17
2025-10-06,Liatimco,0,10,0,2041,320.41
2025-10-06,Manyayay,0,10,0,2497,391.53
2025-10-06,Payasan,0,10,0,2571,402.84
2025-10-06,Poblacion,0,10,0,4510,679.04
2025-10-06,Saint Christine,0,10,0,3000,442.52
2025-10-06,San Pedro,0,10,0,1437,223.74
2025-10-06,San Isidro,0,10,0,1191,184.74
2025-10-07,Anibongan,1,10,0,1238,185.13
2025-10-07,Banahao,1,10,0,2564,374.15
2025-10-07,Ban-as,1,10,0,1723,266.51
2025-10-07,Baucawe,1,10,0,1467,224.13
2025-10-07,Diatagon,1,10,0,7401,1114.06
2025-10-07,Ganayon,1,10,0,1233,195.06
2025-10-07,Liatimco,1,10,0,2041,310.77
2025-10-07,Manyayay,1,10,0,2497,383.28
2025-10-07,Payasan,1,10,0,2571,399.73
2025-10-07,Poblacion,1,10,0,4510,648.9
2025-10-07,Saint Christine,1,10,0,3000,438.39
2025-10-07,San Pedro,1,10,0,1437,209.89
2025-10-07,San Isidro,1,10,0,1190,170.81
2025-10-08,Anibongan,2,10,0,1238,196.6
2025-10-08,Banahao,2,10,0,2564,394.76
2025-10-08,Ban-as,2,10,0,1723,257.85
2025-10-08,Baucawe,2,10,0,1467,223.36
2025-10-08,Diatagon,2,10,0,7401,1059.1
2025-10-08,Ganayon,2,10,0,1233,179.97
2025-10-08,Liatimco,2,10,0,2041,335.06
2025-10-08,Manyayay,2,10,0,2497,395.49
2025-10-08,Payasan,2,10,0,2571,375.13
2025-10-08,Poblacion,2,10,0,4510,694.69
2025-10-08,Saint Christine,2,10,0,3000,464.73
2025-10-08,San Pedro,2,10,0,1436,213.53
2025-10-08,San Isidro,2,10,0,1190,185.91
2025-10-09,Anibongan,3,10,0,1238,190.28
2025-10-09,Banahao,3,10,0,2564,409.54
2025-10-09,Ban-as,3,10,0,1723,253.95
2025-10-09,Baucawe,3,10,0,1467,230.97
2025-10-09,Diatagon,3,10,0,7400,1187.29
2025-10-09,Ganayon,3,10,0,1233,177.97
2025-10-09,Liatimco,3,10,0,2040,331.42
2025-10-09,Manyayay,3,10,0,2497,395.27
2025-10-09,Payasan,3,10,0,2571,384.79
2025-10-09,Poblacion,3,10,0,4509,725.47
2025-10-09,Saint Christine,3,10,0,3000,434.21
2025-10-09,San Pedro,3,10,0,1436,228.56
2025-10-09,San Isidro,3,10,0,1190,193.57
2025-10-10,Anibongan,4,10,0,1238,192.51
2025-10-10,Banahao,4,10,0,2564,373.45
2025-10-10,Ban-as,4,10,0,1723,271.57
2025-10-10,Baucawe,4,10,0,1467,224.71
2025-10-10,Diatagon,4,10,0,7400,1127.54
2025-10-10,Ganayon,4,10,0,1232,178.52
2025-10-10,Liatimco,4,10,0,2040,325.99
2025-10-10,Manyayay,4,10,0,2497,383.94
2025-10-10,Payasan,4,10,0,2571,368.24
2025-10-10,Poblacion,4,10,0,4509,730.12
2025-10-10,Saint Christine,4,10,0,3000,453.83
2025-10-10,San Pedro,4,10,0,1436,206.57
2025-10-10,San Isidro,4,10,0,1190,188.48
2025-10-11,Anibongan,5,10,1,1238,194.58
2025-10-11,Banahao,5,10,1,2564,415.37
2025-10-11,Ban-as,5,10,1,1723,302.84
2025-10-11,Baucawe,5,10,1,1467,236.56
2025-10-11,Diatagon,5,10,1,7400,1145.27
2025-10-11,Ganayon,5,10,1,1232,210.99
2025-10-11,Liatimco,5,10,1,2040,345.3
2025-10-11,Manyayay,5,10,1,2497,411.96
2025-10-11,Payasan,5,10,1,2571,409.74
2025-10-11,Poblacion,5,10,1,4509,778.26
2025-10-11,Saint Christine,5,10,1,3000,476.57
2025-10-11,San Pedro,5,10,1,1436,224.33
2025-10-11,San Isidro,5,10,1,1190,209.32
2025-10-12,Anibongan,6,10,1,1238,218.73
2025-10-12,Banahao,6,10,1,2564,433.59
2025-10-12,Ban-as,6,10,1,1722,300.4
2025-10-12,Baucawe,6,10,1,1467,257.28
2025-10-12,Diatagon,6,10,1,7400,1145.21
2025-10-12,Ganayon,6,10,1,1232,198.8
2025-10-12,Liatimco,6,10,1,2040,338.01
2025-10-12,Manyayay,6,10,1,2497,424.59
2025-10-12,Payasan,6,10,1,2571,399.85
2025-10-12,Poblacion,6,10,1,4509,745.8
2025-10-12,Saint Christine,6,10,1,2999,525.09
2025-10-12,San Pedro,6,10,1,1436,228.76
2025-10-12,San Isidro,6,10,1,1190,198.37
2025-10-13,Anibongan,0,10,0,1238,195.4
2025-10-13,Banahao,0,10,0,2564,405.93
2025-10-13,Ban-as,0,10,0,1722,281.25
2025-10-13,Baucawe,0,10,0,1467,228.83
2025-10-13,Diatagon,0,10,0,7400,1092.62
2025-10-13,Ganayon,0,10,0,1232,182.97
2025-10-13,Liatimco,0,10,0,2040,314.68
2025-10-13,Manyayay,0,10,0,2497,390.5
2025-10-13,Payasan,0,10,0,2571,386.84
2025-10-13,Poblacion,0,10,0,4509,670.78
2025-10-13,Saint Christine,0,10,0,2999,458.6
2025-10-13,San Pedro,0,10,0,1436,210.03
2025-10-13,San Isidro,0,10,0,1190,175.47
2025-10-14,Anibongan,1,10,0,1238,201.41
2025-10-14,Banahao,1,10,0,2564,393.61
2025-10-14,Ban-as,1,10,0,1722,259.57
2025-10-14,Baucawe,1,10,0,1467,215.18
2025-10-14,Diatagon,1,10,0,7399,1068.68
2025-10-14,Ganayon,1,10,0,1232,193.8
2025-10-14,Liatimco,1,10,0,2040,326.77
2025-10-14,Manyayay,1,10,0,2497,357.81
2025-10-14,Payasan,1,10,0,2570,391.81
2025-10-14,Poblacion,1,10,0,4509,650.73
2025-10-14,Saint Christine,1,10,0,2999,442.84
2025-10-14,San Pedro,1,10,0,1436,235.27
2025-10-14,San Isidro,1,10,0,1190,184.63
2025-10-15,Anibongan,2,10,0,1238,184.58
2025-10-15,Banahao,2,10,0,2564,378.62
2025-10-15,Ban-as,2,10,0,1722,276.88
2025-10-15,Baucawe,2,10,0,1467,235.65
2025-10-15,Diatagon,2,10,0,7399,1114.57
2025-10-15,Ganayon,2,10,0,1232,177.42
2025-10-15,Liatimco,2,10,0,2040,293.9
2025-10-15,Manyayay,2,10,0,2497,391.03
2025-10-15,Payasan,2,10,0,2570,395.68
2025-10-15,Poblacion,2,10,0,4509,697.05
2025-10-15,Saint Christine,2,10,0,2999,490.73
2025-10-15,San Pedro,2,10,0,1436,229.77
2025-10-15,San Isidro,2,10,0,1190,188.07
2025-10-16,Anibongan,3,10,0,1238,203.18
2025-10-16,Banahao,3,10,0,2564,402.46
2025-10-16,Ban-as,3,10,0,1722,249.6
2025-10-16,Baucawe,3,10,0,1467,233.45
2025-10-16,Diatagon,3,10,0,7399,1057.74
2025-10-16,Ganayon,3,10,0,1232,193.79
2025-10-16,Liatimco,3,10,0,2040,309.95
2025-10-16,Manyayay,3,10,0,2497,391.42
2025-10-16,Payasan,3,10,0,2570,386.63
2025-10-16,Poblacion,3,10,0,4508,643.99
2025-10-16,Saint Christine,3,10,0,2999,449.19
2025-10-16,San Pedro,3,10,0,1436,215.28
2025-10-16,San Isidro,3,10,0,1190,180.06
2025-10-17,Anibongan,4,10,0,1238,182.82
2025-10-17,Banahao,4,10,0,2563,417.83
2025-10-17,Ban-as,4,10,0,1722,254.99
2025-10-17,Baucawe,4,10,0,1467,237.94
2025-10-17,Diatagon,4,10,0,7399,1077.39
2025-10-17,Ganayon,4,10,0,1232,188.54
2025-10-17,Liatimco,4,10,0,2040,314.39
2025-10-17,Manyayay,4,10,0,2496,407.02
2025-10-17,Payasan,4,10,0,2570,366.91
2025-10-17,Poblacion,4,10,0,4508,724.04
2025-10-17,Saint Christine,4,10,0,2999,488.51
2025-10-17,San Pedro,4,10,0,1436,210.09
2025-10-17,San Isidro,4,10,0,1190,183.1
2025-10-18,Anibongan,5,10,1,1238,198.9
2025-10-18,Banahao,5,10,1,2563,454.09
2025-10-18,Ban-as,5,10,1,1722,294.42
2025-10-18,Baucawe,5,10,1,1467,237.57
2025-10-18,Diatagon,5,10,1,7398,1260.78
2025-10-18,Ganayon,5,10,1,1232,213.8
2025-10-18,Liatimco,5,10,1,2040,352.51
2025-10-18,Manyayay,5,10,1,2496,442.6
2025-10-18,Payasan,5,10,1,2570,447.22
2025-10-18,Poblacion,5,10,1,4508,787.82
2025-10-18,Saint Christine,5,10,1,2999,479.0
2025-10-18,San Pedro,5,10,1,1436,250.18
2025-10-18,San Isidro,5,10,1,1190,208.98
2025-10-19,Anibongan,6,10,1,1238,216.13
2025-10-19,Banahao,6,10,1,2563,428.94
2025-10-19,Ban-as,6,10,1,1722,270.28
2025-10-19,Baucawe,6,10,1,1467,242.48
2025-10-19,Diatagon,6,10,1,7398,1189.59
2025-10-19,Ganayon,6,10,1,1232,196.4
2025-10-19,Liatimco,6,10,1,2040,359.59
2025-10-19,Manyayay,6,10,1,2496,403.31
2025-10-19,Payasan,6,10,1,2570,404.73
2025-10-19,Poblacion,6,10,1,4508,782.53
2025-10-19,Saint Christine,6,10,1,2999,525.72
2025-10-19,San Pedro,6,10,1,1436,243.0
2025-10-19,San Isidro,6,10,1,1190,186.96
2025-10-20,Anibongan,0,10,0,1238,192.64
2025-10-20,Banahao,0,10,0,2563,410.02
2025-10-20,Ban-as,0,10,0,1722,259.79
2025-10-20,Baucawe,0,10,0,1467,217.45
2025-10-20,Diatagon,0,10,0,7398,1206.85
2025-10-20,Ganayon,0,10,0,1232,183.64
2025-10-20,Liatimco,0,10,0,2040,333.49
2025-10-20,Manyayay,0,10,0,2496,396.71
2025-10-20,Payasan,0,10,0,2570,397.28
2025-10-20,Poblacion,0,10,0,4508,646.66
2025-10-20,Saint Christine,0,10,0,2999,484.56
2025-10-20,San Pedro,0,10,0,1436,220.58
2025-10-20,San Isidro,0,10,0,1190,188.67
2025-10-21,Anibongan,1,10,0,1238,180.05
2025-10-21,Banahao,1,10,0,2563,366.11
2025-10-21,Ban-as,1,10,0,1722,264.52
2025-10-21,Baucawe,1,10,0,1466,237.64
2025-10-21,Diatagon,1,10,0,7398,1058.99
2025-10-21,Ganayon,1,10,0,1232,191.2
2025-10-21,Liatimco,1,10,0,2040,307.53
2025-10-21,Manyayay,1,10,0,2496,394.69
2025-10-21,Payasan,1,10,0,2570,387.63
2025-10-21,Poblacion,1,10,0,4508,664.77
2025-10-21,Saint Christine,1,10,0,2999,476.38
2025-10-21,San Pedro,1,10,0,1436,224.51
2025-10-21,San Isidro,1,10,0,1190,174.5
2025-10-22,Anibongan,2,10,0,1238,188.4
2025-10-22,Banahao,2,10,0,2563,392.82
2025-10-22,Ban-as,2,10,0,1722,246.7
2025-10-22,Baucawe,2,10,0,1466,210.33
2025-10-22,Diatagon,2,10,0,7397,1213.43
2025-10-22,Ganayon,2,10,0,1232,183.43
2025-10-22,Liatimco,2,10,0,2040,317.5
2025-10-22,Manyayay,2,10,0,2496,402.18
2025-10-22,Payasan,2,10,0,2570,381.02
2025-10-22,Poblacion,2,10,0,4508,737.41
2025-10-22,Saint Christine,2,10,0,2998,465.88
2025-10-22,San Pedro,2,10,0,1436,205.94
2025-10-22,San Isidro,2,10,0,1190,188.38
2025-10-23,Anibongan,3,10,0,1238,194.06
2025-10-23,Banahao,3,10,0,2563,371.68
2025-10-23,Ban-as,3,10,0,1722,273.06
2025-10-23,Baucawe,3,10,0,1466,211.9
2025-10-23,Diatagon,3,10,0,7397,1175.45
2025-10-23,Ganayon,3,10,0,1232,188.46
2025-10-23,Liatimco,3,10,0,2040,298.49
2025-10-23,Manyayay,3,10,0,2496,402.24
2025-10-23,Payasan,3,10,0,2570,393.96
2025-10-23,Poblacion,3,10,0,4507,661.11
2025-10-23,Saint Christine,3,10,0,2998,445.52
2025-10-23,San Pedro,3,10,0,1436,219.54
2025-10-23,San Isidro,3,10,0,1190,172.13
2025-10-24,Anibongan,4,10,0,1238,201.41
2025-10-24,Banahao,4,10,0,2563,410.37
2025-10-24,Ban-as,4,10,0,1722,272.32
2025-10-24,Baucawe,4,10,0,1466,220.49
2025-10-24,Diatagon,4,10,0,7397,1075.89
2025-10-24,Ganayon,4,10,0,1232,200.59
2025-10-24,Liatimco,4,10,0,2040,309.25
2025-10-24,Manyayay,4,10,0,2496,388.96
2025-10-24,Payasan,4,10,0,2570,368.84
2025-10-24,Poblacion,4,10,0,4507,678.75
2025-10-24,Saint Christine,4,10,0,2998,485.14
2025-10-24,San Pedro,4,10,0,1436,219.4
2025-10-24,San Isidro,4,10,0,1190,181.27
2025-10-25,Anibongan,5,10,1,1238,211.4
2025-10-25,Banahao,5,10,1,2563,414.63
2025-10-25,Ban-as,5,10,1,1722,274.93
2025-10-25,Baucawe,5,10,1,1466,249.83
